sku,name,brand,ean,price,consumer_price,category,subcategory,description_flat,image_1,image_2,image_3,image_4,image_5,image_6,video,shipping_size,stock,product_group,product_family,size_family,related_products,Gender,Colour,Wheel Size,Frame height,Number of gears,Brakes,Type of Gears,Stem,Lighting Front,Suspension seat post,Lock,Weight Category,Position actuator,Removable battery,Front suspension fork,Clothing Size,Washing Instructions-Wash,Washing Instructions-Bleach,Washing Instructions-Dry,Washing Instructions-Iron,Range,Age,Type of bike trailer,Mounting type for bike trailer,Max. Capacity,Tyres,Material,E-Bike,Diameter of Wheels,Maximum speed,Voltage,Rear light,Power plug,Known characters,Rotor,Pegs,Body heigth,Manufacturer's warranty,Front braking system,Rear braking system,Battery position,Crankset version,Type of drive,Bicycle motor type,Seasonal year,Speed Pedelec,Target audience,Power (Watt),Product language,Warranty certificate language,Manual language,Top tube size,Material frame,Kind of bike,Weight in kg,Scooter options,Approved by the RDW,Kind of scooter,Type of tires,Height in cm,The number of wheels,Maximum load capacity,Width in cm,Type wheel center,Minimum seat height,Balance bike options,Minimum steering wheel height,Language Packaging,Convertible,Tricycle options,Length in cm,Max. carrying capacity,Hoverboard options,Type of selfbalancing electric vehicle,Included bicycle parts,Seat height,Suspension type,Frame type,Power source used,Language,Frame Type,Go-kart options,Number of support levels,Including luggage carrier,Bike battery type,Sensor type pedal support,Number of included batteries,Rubber tires,Type toy vehicle,Car brand,Battery vehicle options,Level,Electric,Signaling word,Hazard statements,Precautionary Statement,Range step,Suspension,Collapsible,With front carrier,Material rims,With push rod,Size,Sport,Batteries included,Battery type,With push rod,Closing skates,Shoe size,Type rollerskate,License plate registration mandatory in BE,Driving license required,Allowed on public roads in Belgium,Allowed on public road in the Netherlands,Max slope corner,Type of bicycle trainer,Type of bicycle trainer Drive,Type of bicycle trainer brake,Number of programs,Type of walking car,Including control board,Including doll seat
21807,9999999999999999,Dino,345352636,87.98,130,Kinderfahrräder,Kinderfahrräder Mädchen,"Mach jetzt eine schöne Fahrradtour mit deiner Freundin Barbie! Dieses Kinderfahrrad ist der perfekte Einstieg ins Radfahren für Anfänger. Mit dem weiß-rosa Fahrrad (mit einer Radgröße von 14 Zoll) können Sie das Radfahren durch Ausprobieren lernen!  <strong>Die erste Runde! </strong> Eine gute Basis ist der Anfang von allem! Deshalb wurden für dieses Kinderfahrrad die besten Materialien verwendet. Der Stahlrahmen garantiert sichere und solide Qualität. Mit den abnehmbaren Stützrädern sind Sie besonders stabil. Der geschlossene Kettenschutz verhindert das Zerreißen und Verschmutzen der Kleidung. Schon etwas fortgeschrittener? Dann können Sie die Geschwindigkeit erhöhen.  <strong>Streiks im Straßenverkehr</strong> Das farbenfrohe Barbie-Kinderfahrrad sticht sofort ins Auge! Mit einer Radgröße von 14 Zoll ist das Fahrrad für die Kleinsten geeignet. Der passende Fahrradkorb ermöglicht die Mitnahme von Kuscheltieren und Puppen für ein gemütliches Picknick!  <strong>Die beste (erste) Fahrradwahl</strong> Dieses Mädchenfahrrad von Dino ist eine gute Basis für die ersten Tretbewegungen. Wenn alles gut geht, versuchen Sie eine Fahrt ohne Stützräder. Sie suchen das perfekte erste Fahrrad? Dann entscheiden Sie sich für das Modell 614G-BA im Barbie-Stil und Sie werden das kleine Mädchen rundum glücklich machen!  Allgemeine Spezifikationen: Farbe: weiß, rosa Geschlecht: Mädchen Rahmenmaterial: Stahl Material Reifen: Gummi Material Felgen: Stahl Material Schutzbleche: Kunststoff Altersangabe: 3 bis 5 Jahre Gewicht: ca. 8,4 kg  Spezifikationen Größen Radgröße: 14 Zoll Rahmengröße: 24 cm Geeignet für Körperlänge: 98 - 108 cm  Spezifikationen Bremsen Art der Hinterradbremse: Rücktrittbremse Vorderradbremse Typ: Rücktrittbremse  Spezifikationen Zubehör: Schutzbleche: ja, über Vorder- und Hinterrad Kettenschutz: geschlossen Griffe: ja, mit extra Grip Pedale: Anti-Rutsch Räder: Speichenräder Seitliche Räder: ja Fahrradkorb: ja",https://images.tom.shop/producten/original/dino_614g-ba_barbie_14_inch_24_cm_meisjes_knijprem_wit_roze_21807_20220215164007.jpg,https://images.tom.shop/producten/original/dino_146r_barbie_14_inch_24_cm_meisjes_knijprem_roze_2_21807_20190314093402.jpg,https://images.tom.shop/producten/original/dino_146r_barbie_14_inch_24_cm_meisjes_knijprem_roze_3_21807_20190314093402.jpg,https://images.tom.shop/producten/original/dino_146r_barbie_14_inch_24_cm_meisjes_knijprem_roze_4_21807_20190314093402.jpg,,,,S,0,bikes,,614G,,Mädchen,"Weiß,Rosa",14 Zoll,24 cm,1,Felgenbremse,Keine,Fest,,Nein,,5-10 kg,,,Nein,,,,,,,,,,,,Stahl,,,,,,,Barbie,,,"95 - 100 cm,100 - 105 cm,105 - 110 cm",1-2 Jahre,Felgenbremse,Felgenbremse,,Single,,,,,Kind,,,,Universal,,Stahl,Städtisches Fahrrad,"8,8",,,,,,,,,,,,,,,,,,,,Stützräder,,Keine Aussetzung,,,,Low-Rahmen,,,,,,,,,,,,,,,,,Nein,,Nein,Stahl,Nein,,,,,,,,,,,,,,,,,,,,
